a little	شوية
fairy	جنية
faith	إيمان
faithful	وفي
fake	مقلد
fall	يطيح
false	خطأ
fame	شهرة
familiar	مألوف
family	عيلة
famine	مجاعة
famous	مشهور
fan	مروحة
fan	معجب
fancy	فاخر
fantastic	رائع
far	بعيد
farewell	وداع
farewell	مع السلامة
farm	مزرعة
farmer	مزارع
fascinating	مبهر
fashion	موضة
fast	سريع
fat	سمين
fatal	مميت
fate	قدر
fate	مصير
father	أب
fatigue	إرهاق
fault	عيب
fault	خطأ
favorite	مفضل
favour	فضل
favour	يساند
favourite	مفضل
fear	خوف
feast	وليمة
feast	عزومة
feather	ريشة
feature	ميزة
features	مزايا
february	فبراير
fed up	طفح الكيل
fee	رسوم
feed	يغذي
feedback	تقييم
feedback	تعليق
feel	يشعر
feeling	إحساس
feet	رجلين
fell	طاح
fellow	زميل
felt	حسّ
female	أنثى
fence	سياج
fence	سور
fertile	مثمرة
fertile	خصبة
festival	مهرجان
fetch	يجيب معاه
fever	بردة
few	شوية
fewer	أقل
fiance	خطيب
fiction	خيالي
field	حقل
field	مجال
fierce	عنيف
fifteen	خمسطاش
fifty	خمسين
fight	حرب
fighting	يحارب
figure	رقم
figure	شكل
figure out	يكتشف
file	ملف
fill	يعبّي
filled	عبّى
film	فيلم
filthy	امسخة
finally	أخيرا
finance	المالية
finance	تمويل
financial	مالي
find	أوجد
find out	يكتشف
fine	غرامة
fine	تمام
fine	بخير
finger	صُبع
finish	ينتهي
finished	تم
finished	كمّل
fire	نار
fire	حريقة
firm	حازم
firm	شركة
firm	يحسم
first	أولا
first name	الاسم الأول
fish	حوت
fit	مناسب
five	خمسة
fix	يثبت
fix	يصلح
fixed	تصلّح
fixed	ثابت
flag	علم
flash	ضي فلاش
flat	شقة
flat	مسطّح
flaw	عيب
flaw	خلل
flaw	شق
flawless	بدون عيوب
flee	هرب
flesh	لحم
flew	طار
flex	ثني
flexible	مرن
flight	رحلة
flip	يتشقلب
flirt	يعاكس
flirting	يغازل
float	يطفو
flood	فيضان
floor	أرضية
floor	طابق
flour	دقيق
flow	يجري
flow	يتدفق
flow	تدفق
flow	جريان
flower	وردة
flu	إنفلونزا
fluent	طليق اللسان
fluently	بطلاقة
fluffy	منفوش
fluid	سائل
fly	يطير
focus	تركيز
focus	يركز
fog	ضباب
foggy	مضبّب
fold	يثني
folks	يا ناس
follow	يتبّع
follow up	يتابع
following	الجاي
food	ماكلة
fool	مغفّل
foolish	غبي
foot	رِجِل
football	كرة القدم
for	لأجل
for	لــ
For example	مثلًأ
for instance	مثلًا
for you	ليك أنت
forbidden	ممنوع
force	يجبر
force	قوة
forecast	تنبؤ
forehead	جبهة
foreign	أجنبي
forest	غابة
forever	للأبد
forget	ينسى
forgive	يسامح
forgive	يغفر
forgot	نسى
fork	شوكة
form	شكل
formal	رسمي
former	سابق
fortunately	لحسن الحظ
fortune	حظ
forty	أربعين
forty-two	اثنين وأربعين
forward	إلى الأمام
foster	يعزّز
fought	حارب
found	لقي
foundation	أساس
four	أربعة
fourteen	أربعطاش
fox	ثعلب
fragile	كسره سهل
fragile	هش
frame	إطار
framework	إطار
fraud	تزوير
fraud	احتيال
freak	غريب الأطوار
free	مجانا
freedom	حرية
freeze	يتجمد
frequency	تكرار
frequency	تردد
frequent	متكرّر
frequent	ديما يصير
frequently	هلبا مرات
fresh	طازج
friday	الجمعة
fridge	ثلاجة
friend	صاحب
friendly	ودي
friends	صحاب
friendship	صداقة
frightened	مرعوب
frightened	خايف
frightening	مخيف
frog	ضفدع
from	من
front	جبهة
front	القدام
frozen	متجمد
fruit	فاكهة
frustrated	محبط
fuel	وقود
Fulfulde	فولفولدي
full	معبّي
fun	مرح
function	وظيفة
function	مهمة
fundamental	أساسي
funeral	جنازة
funny	مضحك
fur	فرو
furious	غاضب
furniture	أثاث
further	أبعد
furthermore	وزيد على هذا
future	مستقبل
gain	يكسب
game	لعبة
gap	فجوة
garage	قاراج
garbage	كناسة
garden	حديقة
garlic	ثوم
gate	بوابة
gather	يجمع
gathering	يجمّع
gauge	يكيّل
gauge	قياس
gave	عطي
gear	معدات
gear	بضاعة
gear	يجهّز
gender	نوع
general	عام
generally	عموما
generate	يولد
generation	توليد
generation	جيل
generous	كريم
genius	عبقري
genre	نوع
gentle	لطيف
genuine	حقيقي
genuine	أصيل
gesture	إيماءة
gesture	إشارة باليد أو الرأس
get	يوصل
get	يحّصل
get dressed	البس حوايجك
get up	نوض
get well soon	بالشفاء العاجل
getting	الحصول
getting	الوصول
ghost	شبح
ghosting	معاش يتواصل
ghosting	يختفي
giant	عملاق
giant	ضخم
gift	هدية
ginger	زنجبيل
girl	بنت
girlfriend	حبيبة
give	يعطي
give up	يستسلم
given	معطي
glad	سعيد
glance	لمحة
glance	نظرة
glass	مرش
glasses	نظارات
glimpse	لمحة
global	عالمي
gloomy	مُوحِش
gloomy	مظلّم
gloves	قوانطيات
glow	يلمع
glow	يوهّج
glow up	يتغيّر للأحسن
glue	لصقة
go	يمشي
go ahead	تفضّل
go ahead	كمّل
go away	ابعد
go to bed	يرقد
goal	هدف
goals	أهداف
goat	معزة
god	رب
god bless you	بارك الله فيك
goes	يمشي
going	ماشي
going to	ماشي لـ
gold	ذهب
gone	مشي
gonna	حندير
goo	لزج
good	كويس
good	جيد
good afternoon	مساء الخير
good bye	مع السلامة
good day	يوم جميل
good evening	مساء الخير
good job	عمل كويس
good looking	شكله حلو
good luck	موفّق
good morning	صباح الخير
good morning my love	صباح الخير حبي
good night	تصبح على خير
goodbye	مع السلامة
goodnight	تصبح على خير
goods	سلع
Google	غوغل
Google Translate	ترجمة غوغل
goose	وزة
gorgeous	رائع
gossip	قرمة
got	حصّل
got it	فهمت
government	حكومة
grab	يشد
grade	درجة
gradually	تدريجيا
graduate	خرّيج
grain	حبوب
grant	منح
grant	عطاء
granted	ممنوح
grapes	عنب
grasp	يفهم
grasp	يشد
grass	عشب
grateful	ممتن
grateful	شاكر
gratitude	عرفان بالجميل
gratitude	امتنان
grave	قبر
gray	رصاصي
great	عظيم
greed	جشع
greed	طمع
greedy	طماع
green	أخضر
greet	يحيّي
greeting	تحية
greetings	تحيات
grey	رصاصي
grid	شبكة
grief	حزن
grind	يرحي
grip	يقبض
grip	يشد
grocery	محل مواد غذائية
groom	عريس
gross	إجمالي
ground	أرضي
group	مجموعة
grow	ينمو
growth	نمو
grumpy	متعصّب
Guarani	غواراني
guarantee	ضمان
guard	حارس
guess	فكّر
guest	ضيف
guidance	إرشادات
guide	يقود
guide	دليل
guide	قيادة
guilty	مذنب
guy	شاب
guys	شباب
gym	صالة رياضة
habit	عادة
habitat	بيئة
habitat	موطن
had	كان عنده
hail	تبروري
hair	شعر
half	نص
hall	قاعة
hand	يسلم
hand	يد
handle	يشد بيده
handle	يعالج الموضوع
handsome	وسيم
hang	يعلق
hang	يشنق
hang out	يشنق
hang out	يتسكع
happen	يصير
happened	صار
happiness	سعادة
happy	سعيد
happy birthday	عيد ميلاد  سعيد
happy birthday to you	كل عام وأنت بخير
happy new year	سنة جديدة سعيدة
hard	صعب
hardly	بالسيف
hardly ever	شبه مستحيل
harm	يضر
harm	مؤذي
harmful	مؤذي
harmony	انسجام
harsh	قاسي
harvest	حصاد
has	عنده
hate	يكره
have	يملك
have a good day	استمتع بيومك
have a nice day	استمتع بيومك
have breakfast	يُفطر
have fun	استمتع
have you eaten	أنت كليت؟
having	يأخذ
having	عنده
hazard	خطر
haze	ضباب
he	هو
he has	هو عنده
he is	هو
head	رأس
headache	صداع
heal	يشفى
healing	شفاء
health	صحة
healthy	صحي
hear	يسمع
heard	سمع
heart	قلب
heat	يسخن
heat	حرارة
heaven	السماء
heaven	الجنة
heavy	رزين
hectic	معبّي
height	ارتفاع
heir	وريث
heist	خنبة
held	شد
hell	جهنم
Hello	السلام عليكم
hello dear	أهلا عزيزتي
hello how are you	أهلين كيف حالك
hello how are you doing	أهلين كيف حالك
helmet	خوذة
help	يساعد
helpful	متعاون
hence	فلهذا
her	متاعها
herd	قطيع
here	هنا
heritage	ورثة
hesitate	يتردد
Hey	يا
Hi	أهلين
hi how are you	أهلا كيف حالك
Hi there	أهلا بيكم
hidden	مدسوس
hidden	مخفي
hide	يخفي
hierarchy	تسلسل هرمي
high	عالي
highlight	يأشر على
highlight	يضوّي
hike	تنزه
hike	مشي
hiking	تدهوير
hiking	مشي
hilarious	مرح
hill	هضبة
him	هو
hint	تلميح
hint	إشارة
hip	الورك
hips	وركين
hire	يستأجر
hiring	تأجير
hiring	يوظف
his	متاعه
history	تاريخ
hit	يضرب
Hmm	اممم
hobby	هواية
hold	يشد
hold on	يستمر
hole	نقبة
hole	فتحة
holiday	عطلة
hollow	مجوف
home	حوش
homework	واجب منزلي
honest	صادق
honestly	بصدق
Honey	حبيبى
Honey	عسل
honor	شرف
hood	برنوص
hook	علّاق
hop	رقص
hop	ينقز برجل واحدة
hope	أمل
hope	يأمل
hopefully	متأمل
hopeless	ميؤوس منه
horizontal	أفقي
horn	قرن
horn	بوق
horrible	مخيف
horror	رعب
horse	حصان
hospital	مستشفى
hospitality	ضيافة
host	يستضيف
host	مضيف
hostile	عدواني
hot	حار
hotel	فندق
hour	ساعة
hours	ساعات
house	حوش
household	منزلي
household	أهل الحوش
how	كيف
how about you	وأنت شن؟
how are you	كيف حالك
how are you doing	كيف حالك
how are you doing today	كيف حالك اليوم
how are you today	كيف حالك اليوم
how do you do	كيف حالك أنت
how is	كيف  هو
how many	قداش
how much	قداش
how often	كم مرة
how old are you	كم عمرك
how was your day	كيف كان يومك
how was your night	كيف كانت ليلتك
however	أما
hub	مركز
hub	محور
hubby	زوج
hug	حضن
huge	ضخم
human	إنسان
humble	متواضع
humid	رطوبة
humidity	رطوبة
hundred	مئة
hungry	جعّان
hunt	يصطاد
hurricane	إعصار
hurry	يستعجل
hurry up	يستعجل
hurry up	بسرعة
hurt	يجرح
husband	زوج
hustle	يسرّع
hustle	صخب
hut	كوخ
hygiene	صحة
I	أنا
I am	أنا
I am fine	أنا بخير
I can	نقدر
I can't	ما نقدرش
I do	أنا ندير
I do not know	ما نعرفش
I do not understand	ما فهمتش
I don't	أنا ما
I don't know	ما نعرفش
I don't understand	ما فهمتش
I don't understand what you mean	ما فهمتكش شن قصدك
I don't understand you	ما فهمتكش
I don’t know	ما نعرفش
I don’t understand	ما فهمتش
i guess	أعتقد
I had	كان عندي
I have	عندي
I have been	كنت
I hope so	نتمنى هكي
I know	أنا نعرف
I like	أنا نحب
I like you	أنا معجب بيك
I love	أنا نحب
I love my big brother	نحب خوي الكبير
I love my big sister	نحب أختي الكبيرة
I love my father	نحب بوي
I love my little brother	نحب خوي الصغير
I love my little sister	نحب أختي الصغيرة
I love my mother	نحب أمي
I love you	نحبك
I love you so much	نحبك هلبا
I love you too	حتى أنا نحبك
I mean	نقصد
I miss you	استاحشتك
I miss you so much	استاحشتك هلبا
I see	نفهم
I see	نشوف
I think	أعتقد
I understand	فهمت
I want	أريد
I want to see you	نبّي نشوفك
I want you	نبّيك
I was	أنا كنت
I will	أنا حـ
I would be	حنكون
I'm	أنا
I'm fine	أنا بخير
I'm good	أنا بخير
I'm here	أنا هنا
I'm sorry	آسف
ice	ثلج
ice cream	جيلاطي
idea	فكرة
ideal	مثالي
identical	مطابق
identify	تمييز
identify	تعريف
identity	هوية
idiot	غبي
idle	بطالة
if	إذا
ignore	يتجاهل
ill	مريض
illegal	مش قانوني
illegal	حرام
illness	مرض
Ilocano	إيلوكانو
image	صورة
imagine	يتخيل
immediate	فوري
immediately	حالا
immense	ضخم
impact	يؤثر
impact	أثر
impatient	مش صبور
implement	ينفّذ
import	يستورد
import	استيراد
important	مهم
impose	يفرض
impossible	مستحيل
impress	تأثير
impression	انطباع
impressive	رائع
improve	يحسّن
improvement	تحسين
in	فى
in addition	وفوق من هذا
In fact	في الحقيقة
in front of	قدام
in front of	مقابل
in order to	بقصد
in order to	بهدف
inappropriate	مش مناسب
incentive	حافز
incident	حادثة
include	يشمل
including	يشمل
income	دخل
inconvenience	مش مناسب
inconvenience	مش مريح
increase	يزيد
increased	يزيد
incredible	رائع
incredible	لا يصدق
indeed	بالحقا
indeed	بالفعل
independent	مستقل
India	الهند
indicate	يشير لـ
indigenous	أصلي
indigenous	ولد البلاد
individual	فردي
industry	صناعة
inevitable	ما فيش منه مفر
infant	عيّل
infection	عدوى
infinity	ما لا نهاية
inflammation	التهاب
inflation	تضخم
influence	تأثير
influence	نفوذ
influence	يؤثر
inform	يعطي علم
information	معلومات
ingredients	مكونات
inheritance	ورثة
initial	مبدئي
initiative	مبادرة
injured	انجرح
injury	جرح
innocent	بريء
innovation	اختراع
inquiry	يستفسر
inquiry	يتحرى
insane	مجنون
insect	حشرة
insecure	مش آمن
insert	يدخل
inside	داخل
insight	حداقة
insist	يصر
insist	ينق
insomnia	أرق
inspiration	إلهام
inspire	يلهم
install	يثبّت
install	يركّب
instance	مثال
instance	نموذج
instant	فوري
instant	سريع
instead	في بدل
instead of	بدلا من
instead of	في مكان
instructions	تعليمات
instrument	آلة
instrument	أداة
insult	يسبّ
insult	يهين
insurance	تأمين
intact	سليم
integrity	نزاهة
intellectual	مفكّر
intellectual	مثقف
intelligence	ذكاء
intelligent	ذكي
intend	ينوي
intended	ينوي
intended	يقصد
intense	كثيف
intention	نيّة
interact	يتفاعل
interaction	تفاعل
interest	اهتمام
interested	مهتم
interesting	ممتع
interfere	يتدخل
intermediate	متوسط
internal	داخلي
international	عالمي
internship	امتياز الطب
internship	تدريب
interpret	يفسّر
interpret	يترجم
interpreter	مفسر
interpreter	مترجم فوري
interrupt	يعترض
interrupt	يقاطع
interview	مقابلة
intimate	ودي
intimate	عاطفي
into	داخل
introduce	يعرض
introduce	يقدم
introduction	مقدمة
introvert	انطوائي
intuition	بديهة
intuition	حدس
invalid	منتهي الصلاحية
invalid	غير صالح
invent	يخترع
inventory	جرد
invest	يستثمر
investigate	يتحرّى
investigate	يحقّق
invitation	دعوة
invite	يدير دعوة
invoice	فاتورة
involve	يشمل
involved	متورط
involved	مشارك
iron	حدّاد
iron	يحدّد
iron	حديد
is	تكون
is	يكون
island	جزيرة
isolated	معزول
issue	موضوع
issue	مشكلة
issue	أصدر
issues	مشاكل
issues	مواضيع
it	هو
it	هى
it is	هذا
it was	كان
it's	هذا
it's ok	تمام عادي
It's okay	باهي
It's okay	تمام
item	عنصر
item	بند
items	بنود
items	عناصر
its	هو
I’m	أنا
jacket	جاكيت
jail	حبس
January	يناير
jar	فازو
jaw	فك
jealous	غيور
jerk	هزة
jerk	رعشة
jewelry	مجوهرات
job	وظيفة
jogging	تهرويل
join	ينضم
joint	مشترك
joint	يوصّل
joke	نكتة
joke	بصارة
journalist	صحفي
journey	رحلة
joy	مرح
judge	قاضي
judge	يحكم
juice	عصير
july	يوليو
jump	ينقز
june	يونيو
junk	خردة
just	حالًا
just	بس
just do it	غير أنت دير هكي
justice	عدل
justify	يبرر
Kalaallisut	كالاليسوت
keen	قوي
keen	حريص
keep	احفظ
keep it up	استمر
kept	محفوظ
kept	دس
kettle	غلاية
kettle	كتل
key	مفتاح
kick	يدف برجله
kick	يركل
kid	عيّل
kidding	يبصّر
kidney	كلية
kids	صغار
kill	يقتل
kind	طيب
kinda	نوعا ما
kindly	برفق
kindly	لطفًا
kindness	لطف
king	ملك
kiss	يبوس
kitchen	مطبخ
kite	طيارة ورقية
kitten	قطوسة صغيرة
knee	ركبة
knew	عرف
knife	موس
knight	فارس
know	يعرف
knowledge	معرفة
known	معروف
Konkani	الكونكانية
Krio	كريو
label	ملصق
labor	عمل
labor	جهد
labour	وجع الولادة
labour	عمل
labour	جهد
lack	نقص
ladder	سلوم
lady	سيدة
laid	حط
lake	بحيرة
lamb	حمل
lame	أعرج
lame	عاجز
lamp	لامبة
land	مهبط
land	يهبط
land	أرض
landscape	منظر طبيعي
landscape	صفحة بالأفقي
language	لغة
lap	حِجر
large	كبير
last	آخر
last but not least	أخيرا وليس آخرا
last name	اللقب
late	متأخر
lately	مؤخرا
later	مؤخرا
latest	الأخير
latter	بعدين
laugh	يضحك
laughing	ضحك
laughter	ضحكة
launch	يبدأ
laundry	غسيل
law	قانون
lawn	عشب
lawyer	محامي
lay	يحط
layer	طبقة
layout	تخطيط
layout	تنسيق
lazy	كسول
lead	يقود
leader	قائد
leaf	ورقة شجرة
leak	تسرب
lean	يميل
lean	ضعيف
lean	يتّكى
leap	ينقز
leap	تنقيزة
learn	يتعلم
learning	يتعلم
lease	يأجّر
lease	إيجار
least	الأقل
leather	جلد
leave	المغادرة
leave	الإجازة
leaves	أوراق
led	قاد
left	غادر
leg	ساق
legacy	ورثة
legal	قانوني
legend	أسطورة
legit	شرعي
legit	قانوني
leisure	وقت الفراغ
lend	يسلّف
length	طول
less	أقل
lesson	درس
let	يخلّي
letter	حرف
letter	رسالة
lettuce	خس
level	مستوى
leverage	تأثير
leverage	نفوذ
liability	مسؤولية قانونية
library	مكتبة
Libyan Arabic	العربية الليبية
lick	يلحس
lie	يكذب
lie	يستلقى
lies	كذبات
lies	يكذب
life	حياة
lift	أصنصير
lift	يرفع
light	ضوء
light	يضيء
light	مضيء
lightning	بسرعة زي البرق
lightning	برق
like	زي
likely	محتمل
likewise	نفس الشيء
line	خط
Lingala	اللينغالا
link	رابط
lion	أسد
liquid	سائل
list	قائمة
listen	يسمع
listening	يسمع
literally	حرفيا
literature	أدب
litter	كناسة
litter	وسخ
little	شوية
live	يعيش
liver	كبد
lives	حياة
lives	هو يعيش
lives	أرواح
living	معيشة
living	حياة
living room	دار المعيشة
lizard	سحلية
load	وزن
load	حمل
loaf	قطعة خبزة
loan	قرض
local	محلي
location	موقع
location	مكان
lock	قفل
lockdown	يسكّر
log	سجل
lol	مضحك جدا
lonely	بروحه
long	طويل
long time no see	قداش ليا ما شفتكش
look	يشوف
look	نظرة
loop	ربطة
loop	حلقة
loose	فضفاض
loose	مرخي
lord	رب
lose	يفقد
loss	خسارة
lost	يفقد
lot	هلبا
lot	نصيب
loud	الصوت عالي
lounge	يتكاسل
lounge	مكان استراحة
love	الحب
love you	نحبك
lovely	محبوب
low	منخفض
lower	أقل
lower	لوطا
lower	ينقّص
loyal	وفي
loyalty	ولاء
loyalty	إخلاص
luck	حظ
lucky	محظوظ
Luganda	لوغندا
luggage	شناطي السفر
lump	كتلة
lunch	غداء
lungs	رئتين
luxury	رفاهية
lying	استلقاء
lying	يكذب
machine	ماكينة
mad	مجنون
madam	سيدة
made	صنع
made	مصنوع
magazine	مجلة
magnificent	عظيم
magnificent	ضخم
maid	شغّالة
main	رئيسي
maintain	يصلح
maintenance	صيانة
Maithili	المايثيلي
major	رئيسي
major	تخصّص
majority	أغلبية
make	يصنع
make up	يجمّل
make up	يصنع
male	ذكر
mall	مول
man	راجل
manage	يدير
management	إدارة
manager	مدير
mandatory	إلزامي
manifest	واضح
manipulate	معالجة
manner	طريقة
manual	يدوي
many	هلبا
many many happy returns of the day	هلبا هلبا حاجات مفرحة لليوم
march	مارس
march	مسيرة
margin	هامش
market	سوق
marriage	زواج
married	متزوج
mask	قناع
mass	كتلة
massive	ضخم
master	رئيسي
master	ماجستير
match	مباراة
match	يماثل
mate	صاحب
material	مادة
math	رياضيات
matter	موضوع
matter	يهتم
maturity	نضج
may	ممكن
maybe	ممكن
me	أنا
me too	حتى أنا
meal	وجبة
mean	يعنى
meaning	معنى
means	يعني
meant	كان يقصد
meant	مقصود
meanwhile	في أثناء
measure	قياس
measures	قياسات
meat	لحم
medical	طبي
medicine	الطب
medicine	دواء
meditation	تأمل
meditation	وساطة
medium	متوسط
meet	يتلاقى
meeting	اجتماع
Meiteilon	ميتيلون
melt	يذوب
memories	ذكريات
memory	ذاكرة
mental	عقلي
mention	يذكر
mentioned	ذكر
mentioned	مذكور
mentor	شخص ناصح
mentor	مرشد
merchant	تاجر
mercy	رحمة
merely	مجرد
merely	بس
merry christmas	عيد ميلاد مجيد
mess	فوضى
message	رسالة
messy	فوضوي
metal	معدن
method	طريقة
method	منهج
mice	فيران
middle	وسط
midnight	نص الليل
might	ممكن
mild	لطيف
mild	متسامح
milestone	مَعلَم
milestone	ميل
military	عسكري
milk	حليب
million	مليون
mind	عقل
mind	رأي
mindset	عقلية
mine	متاعي
mingle	يخلّط
minor	صغير
minor	ثانوي
minor	قاصر
minute	دقيقة
minutes	دقايق
miracle	معجزة
mirror	مراية
miscellaneous	متنوع
mischievous	مزعج
mischievous	مؤذي
miserable	حزين
misery	حزن
miss	يفقد
miss you	استاحشتك
missing	يفتقد
missing	مفقود
mission	مهمة
mist	ضباب
mistake	غلطة
mistake	خطأ
Mizo	الميزو
mobile	موبايل
mock	يهزى
model	مثال
model	نموذج
moderate	معتدل
modern	حديث
modest	متواضع
moist	رطب
moist	مندّي
moisture	رطوبة
mold	يشكل
mold	قالب
mold	شكل
mole	الخلد
mole	شامة
mom	أم
moment	لحظة
monday	الاثنين
money	فلوس
monitor	شاشة مراقبة
monitor	يراقب
monitor	شاشة
monkey	قرد
month	شهر
mood	مزاج
moody	مزاجي
moon	قمر
moral	أخلاقي
more	أكثر
moreover	وزيد على هذا
morning	صبح
mortgage	قرض عقاري
most	أغلب
mostly	غالبا
mother	أم
motion	حركة
motivation	حافز
mountain	جبل
mouse	فأر
mouse	فأرة الكومبيوتر
mouth	فم
move	يتحرك
move	يتنقل
movement	حركة
movie	فيلم
mrs	سيدة
much	هلبا
mud	طين
mug	مق
muscle	عضلة
museum	متحف
mushroom	فقاع
music	موسيقى
must	لازم
mute	كتم
mutual	مشترك
mutual	متبادل
my	متاعي
My dear	عزيزي
my friend	صاحبي
My hovercraft is full of eels	الحوامة متاعي مليانة بثعابين البحر
my love	حبي
my name is	اسمي
my pleasure	سعيد بخدمتك
myself	أنا
myself	نفسي
mysterious	غامض
mystery	لغز
mystery	غموض
myth	خرافة
nail	ظفر
nail	مسمار
naive	ساذج
naive	على نياته
name	اسم
narrative	سرد
narrative	حكي
narrow	ضيق
nasty	مقرف
national	وطني
nationality	جنسية
native	مواطن
natural	طبيعي
nature	طبيعة
nausea	درهة كبد
nausea	تقزز
near	قريب
nearby	قريب
nearly	قريب
nearly	على وشك
neat	مرتّب
neat	نظيف
necessary	ضروري
neck	رقبة
necklace	سنسلة
need	يحتاج
need	حاجة
negative	سلبي
neglect	يتجاهل
negotiate	يفاوض
neighbor	جار
neighborhood	جيرة
neighborhood	حي
neither	لا هذا ولا هداكا
nephew	ولد الأخ
nephew	ولد الأخت
nerd	مغفل
nervous	متوتر
nest	عش
net	صافي
net	شبكة
network	شبكة
neutral	محايد
never	أبدا
never give up	ما تستسلمش أبدًا
never mind	ما تفكرش
nevermind	ما تدوّرش
nevertheless	ومع هذا
new	جديد
news	أخبار
next	الجاي
next to	بجنب
nice	جميل
nice to meet you	تشرفت بمعرفتك
niece	بنة الأخ
niece	بنت الأخت
night	ليل
nightmare	كابوس
nine	تسعة
nineteen	طمنطاش
ninety	تسعين
No	لا
no problem	ما فيش مشكلة
no way	مستحيل
nobody	ما حد
noise	إزعاج
noisy	مزعج
none	ولا شيء
noon	ظُهر
nope	لا
nor	ولا
normal	عادي
north	الشمال
nose	خشم
nostalgic	حنين
not	مش
not	لا
not at all	نهائيًا
not bad	مش سيء
Not now	مش توا
not yet	مازال
note	ملاحظة
note	مذكرة
noted	معروف
noted	ملاحظ
noted	مذكور
nothing	شيء
notice	يلاحظ
noticed	لاحظ
noun	اسم
nouns	أسماء
novel	رواية
november	نوفمبر
now	توا
nowadays	في وقتنا هذا
nuisance	إزعاج
null	باطل
numb	مخدّر
number	رقم
nurse	ممرض
nut	بندق
nutmeg	جوزة الطيب
nutrition	تغذية
oath	حلف يمين
obesity	سمنة
obey	يطيع
object	موضوع
object	يعترض
objective	موضوعي
objective	غرض
obligation	فرض
obligation	التزام
obscure	غامض
observation	ملاحظة
observe	يلاحظ
obsessed	مهووس
obsession	هوس
obsession	هاجس
obsolete	مهمل
obsolete	قديم
obstacle	عائق
obstacle	مانع
obtain	يحصّل
obtained	يحصّل
obvious	واضح
obviously	بوضوح
occasionally	مرّات
occupation	مهنة
occupation	احتلال
occupied	مشغول
occupied	محتل
occur	يصير
occurred	صار
occurs	يصير
ocean	محيط
october	أكتوبر
odd	شاذ
odds	احتمالات
of	ل
of	من
of course	طبعًا
off	إيقاف التشغيل
off	بعيد
offensive	عنيف
offer	منح
offer	يعرض
offer	عرض
offer	يمنح
office	مكتب
official	رسمي
often	غالبا
Oh	أه
oh really	آه بالحقا
oil	زيت
ok	باهي
ok	تمام
ok dear	تمام يا عزيزي
ok honey	تمام حبيبي
ok my love	تمام حبي
okay	باهي
okay	تمام
okay baby	تمام حبيبي
okay dear	تمام يا عزيزي
okay honey	تمام يا حبيبي
okay my love	تمام يا حبي
old	عجوز
old	قديم
on	على
once	لما
once	في مرة
once	مرة واحدة
one	واحد
one language is never enough	لغة واحدة أبدًا ما تكفيش
onion	بصل
online	متصل
only	بس
open	فتح
open	مفتوح
operation	عملية
opinion	فكرة
opinion	رأي
opportunities	فرص
opportunity	فرصة
opposite	عكس
optimistic	متفائل
option	خيار
optional	اختياري
or	أو
orange	برتقال
order	طلب
order	ترتيب
order	أمر
ordinary	عادي
organization	منظمة
orientation	توجه
origin	أصل
original	أصلي
Oromo	الأورومو
orphan	يتيم
other	آخر
otherwise	غير هكي
ought	لازم
our	متاعنا
Our mission: to enable everyone, everywhere to understand the world and express themselves across languages.	مهمتنا: نخلّوا الناس في كل مكان يفهموا العالم ويعبروا على أنفسهم باللغات
Our mission: to organize the world's information and make it universally accessible and useful.	مهمتنا: تنظيم معلومات العالم ونخلوها مفيدة وسهلة الوصول ليها في العالم
out	برا
outcome	النتيجة
outfit	لبسة
outfit	إطلالة
outgoing	منفتح
outgoing	الصادر
outgoing	خارج
outlet	منفذ
outline	ملخّص
outline	خطوط رئيسة
outside	برا
outstanding	متميز
oven	كوشة
over	فوق
over	أكثر
over there	غادي
overall	إجمالي
overcome	يغلب
overthinking	تفكير زائد
overwhelmed	مغمور
overwhelming	غامر
owe	يدين
owl	بومة
own	يمتلك
own	يملك
owner	مالك
ox	ثور
pace	خطوة
pace	سرعة
pack	حزمة
package	حزمة
package	باقة
paid	مدفوع
pain	وجع
paint	زواق
painting	التزويق
painting	الرسم
pair	زوج
pale	شاحب
palm	نخلة
palm	كف اليد
pan	طاوة
pandemic	وباء
panic	رعب
panic	خلعة
pants	سروال
paper	ورقة
paradise	فردوس
paradise	جنة
parallel	موازي
parcel	طرد
pardon	آسف
parents	آباء
park	بركيدجو
park	منتزه
parrot	ببغاء
parsley	معدنوس
part	جزء
participate	يشارك
particular	خاص
particularly	خاصة
partner	شريك
party	طرف
party	حفل
pass	يمر
passage	ممر
passed	ناجح
passed	مرّ
passion	شغف
passionate	شغوف
passive	سلبي
password	كلمة مرور
past	ماضي
patch	رقعة
patch	بركة
path	مسار
path	طريق
pathetic	مسكين
patience	صبر
patient	الصبور
patient	المريض
pattern	نمط
pause	توقف
pavement	رصيف
pay	يدفع
payment	الدفع
peace	سلام
peaceful	آمن
peaceful	مسالم
peach	خوخ
peak	قمة
peak	ذروة
pear	نجاص
peas	بازيلاء
peculiar	مش مألوف
pee	يتبول
peel	يقشر
peer	نديد
peer	يشبح بصعوبة
peer	الند
peers	نداد
pen	بيرو
pencil	قلم
pending	معلّق
people	الناس
pepper	فلفل
perceive	يدرك
perceive	يتصور
perception	تصور
perception	إدراك
perfect	ممتاز
perform	ينفذ
performance	أداء
perhaps	ممكن
perhaps	مرّات
period	فترة
permanent	مؤقت
permission	إذن
permit	يعطي الإذن
perseverance	اجتهاد
perseverance	مواظبة
persistent	مقاومة
person	شخص
personal	شخصي
personality	شخصية
perspective	نظري
perspective	منظور
